id;category;lv;srl;src;img;audio;ru;en;sr-ex;ru-ex;en-ex
486;transport;1;Red;Ред;assets/images/words/red.png;assets/sounds/words/red.wav;Порядок;Order, schedule, queue;Stani u red. Red vožnje se menja. Sve je u redu.;Встань в очередь. Расписание меняется. Всё в порядке.;Get in line. The schedule is changing. Everything is fine.
487;transport;1;Sedište;Седиште;assets/images/words/sediste.png;assets/sounds/words/sediste.wav;Сиденье;Seat;Ovo je moje sedište. Sedište pored prozora slobodno. Rezervisao sam sedište unapred.;Это моё место. Место у окна свободно. Я забронировал место заранее.;This is my seat. The window seat is free. I booked a seat in advance.
488;transport;1;Silaziti;Силазити;assets/images/words/silaziti.png;assets/sounds/words/silaziti.wav;Выходить;To get off;Silazim na sledećoj stanici. Gde treba da siđem? Putnici počinju da silaze.;Я выхожу на следующей остановке. Где мне нужно выйти? Пассажиры начинают выходить.;I'm getting off at the next stop. Where should I get off? The passengers start getting off.
489;transport;1;Spor;Спор;assets/images/words/spor.png;assets/sounds/words/spor.wav;Медленный;Slow;Ovaj voz je spor. Saobraćaj je danas spor. Internet je previše spor.;Этот поезд медленный. Сегодня движение медленное. Интернет слишком медленный.;This train is slow. Traffic is slow today. The internet is too slow.
490;transport;2;Stanica;Станица;assets/images/words/stanica.png;assets/sounds/words/stanica.wav;Станция;Station / stop;Sledeća stanica je centar. Stanica je puna ljudi. Sišao sam na pogrešnoj stanici.;Следующая остановка — центр. Станция полна людей. Я вышел не на той остановке.;The next stop is downtown. The station is full of people. I got off at the wrong stop.
491;transport;2;Stizati;Стизати;assets/images/words/stizati.png;assets/sounds/words/stizati.wav;Прибывать;To arrive;Voz stiže u pet. Kada stiže autobus? Avion stiže na vreme.;Поезд прибывает в пять. Когда прибывает автобус? Самолёт прибывает вовремя.;The train arrives at five. When does the bus arrive? The plane arrives on time.
492;transport;2;Taksi;Такси;assets/images/words/taksi.png;assets/sounds/words/taksi.wav;Такси;Taxi;Pozvao sam taksi. Taksi je jeftiniji noću. Uzeću taksi do aerodroma.;Я вызвал такси. Ночью такси дешевле. Я возьму такси до аэропорта.;I called a taxi. Taxis are cheaper at night. I'll take a taxi to the airport.
493;transport;2;Tramvaj;Трамвај;assets/images/words/tramvaj.png;assets/sounds/words/tramvaj.wav;Трамвай;Tram;Tramvaj broj sedam ide do stanice. Čekam tramvaj deset minuta. Tramvaj je pun ujutru.;Трамвай номер семь идёт до станции. Я жду трамвай десять минут. Утром трамвай переполнен.;Tram number seven goes to the station. I've been waiting for the tram for ten minutes. The tram is crowded in the morning.
494;transport;2;Ulaziti;Улазити;assets/images/words/ulaziti.png;assets/sounds/words/ulaziti.wav;Входить;To get on / board;Ulazim na prednja vrata. Putnici počinju da ulaze. Ulazite polako, ima mesta.;Я вхожу через переднюю дверь. Пассажиры начинают заходить. Заходите не спеша, есть места.;I get on through the front door. The passengers start boarding. Get on slowly, there's room.
495;transport;2;Viza;Виза;assets/images/words/viza.png;assets/sounds/words/viza.wav;Виза;Visa;Treba mi viza za tu zemlju. Viza je odobrena. Podneo sam zahtev za vizu.;Мне нужна виза в эту страну. Виза одобрена. Я подал заявление на визу.;I need a visa for that country. The visa has been approved. I applied for a visa.
496;transport;2;Voz;Воз;assets/images/words/voz.png;assets/sounds/words/voz.wav;Поезд;Train;Voz kasni pola sata. Uhvatio sam jutarnji voz. Voz staje na svakoj stanici.;Поезд опаздывает на полчаса. Я успел на утренний поезд. Поезд останавливается на каждой станции.;The train is half an hour late. I caught the morning train. The train stops at every station.
497;transport;2;Vozač;Возач;assets/images/words/vozac.png;assets/sounds/words/vozac.wav;Водитель;Driver;Vozač je ljubazan. Vozač autobusa je star. Postao sam profesionalni vozač.;Водитель вежливый. Водитель автобуса пожилой. Я стал профессиональным водителем.;The driver is polite. The bus driver is old. I became a professional driver.
498;transport;2;Čekati;Чекати;assets/images/words/cekati.png;assets/sounds/words/cekati.wav;Ждать;To wait;Čekam autobus već pola sata. Moraćemo da čekamo u redu. Sačekaj me na stanici.;Я жду автобус уже полчаса. Нам придётся стоять в очереди. Подожди меня на остановке.;I've been waiting for the bus for half an hour. We'll have to wait in line. Wait for me at the station.
499;transport;2;Direktan;Директан;assets/images/words/direktan.png;assets/sounds/words/direktan.wav;Прямой;Direct;Ovo je direktan let do Beograda. Postoji direktna linija autobusa do aerodroma. Voleo bih direktan odgovor.;Это прямой рейс до Белграда. Есть прямой автобус до аэропорта. Я бы хотел прямой ответ.;This is a direct flight to Belgrade. There's a direct bus line to the airport. I'd like a direct answer.
500;transport;2;Železnica;Железница;assets/images/words/zeleznica.png;assets/sounds/words/zeleznica.wav;Железка;Railway;Železnica povezuje sve veće gradove. Radim u kompaniji za železnicu. Železnička stanica je u centru grada.;Железная дорога соединяет все крупные города. Я работаю в железнодорожной компании. Железнодорожная станция находится в центре города.;The railway connects all major cities. I work for the railway company. The railway station is in the city center.
501;transport;2;Stići;Стићи;assets/images/words/stici.png;assets/sounds/words/stici.wav;Прибыть;To arrive;Voz stiže za pet minuta. Stigli smo na vreme. Kada ćeš stići kući?;Поезд прибывает через пять минут. Мы прибыли вовремя. Когда ты приедешь домой?;The train arrives in five minutes. We arrived on time. When will you get home?
502;transport;2;Sledeći;Следећи;assets/images/words/sledeci.png;assets/sounds/words/sledeci.wav;Следующий;Next;Sledeći autobus polazi za deset minuta. Izađi na sledećoj stanici. Vidimo se sledeće nedelje.;Следующий автобус отправляется через десять минут. Выходи на следующей остановке. Увидимся на следующей неделе.;The next bus leaves in ten minutes. Get off at the next stop. See you next week.
